,migrationfrom,migrationto,migrationyearpadding,n_migrations
27783,esp,deu,2000.0,75
27784,esp,deu,2001.0,60
27785,esp,deu,2002.0,95
27786,esp,deu,2003.0,68
27787,esp,deu,2004.0,61
27788,esp,deu,2005.0,59
27789,esp,deu,2006.0,62
27790,esp,deu,2007.0,77
27791,esp,deu,2008.0,94
27792,esp,deu,2009.0,115
27793,esp,deu,2010.0,111
27794,esp,deu,2011.0,110
27795,esp,deu,2012.0,157
27796,esp,deu,2013.0,146
27797,esp,deu,2014.0,198
27798,esp,deu,2015.0,181
27799,esp,deu,2016.0,176
27800,esp,deu,2017.0,164
27801,esp,deu,2018.0,128
27802,esp,deu,2019.0,100
27803,esp,deu,2020.0,81
27804,esp,deu,2021.0,36
27805,esp,dji,2008.0,1
27806,esp,dma,2015.0,1
27807,esp,dnk,1997.0,7
27808,esp,dnk,1998.0,9
27809,esp,dnk,1999.0,5
27810,esp,dnk,2000.0,6
27811,esp,dnk,2001.0,9
27812,esp,dnk,2002.0,8
27813,esp,dnk,2003.0,13
27814,esp,dnk,2004.0,6
27815,esp,dnk,2005.0,9
27816,esp,dnk,2006.0,8
27817,esp,dnk,2007.0,9
27818,esp,dnk,2008.0,15
27819,esp,dnk,2009.0,13
27820,esp,dnk,2010.0,12
27821,esp,dnk,2011.0,10
27822,esp,dnk,2012.0,19
27823,esp,dnk,2013.0,15
27824,esp,dnk,2014.0,22
27825,esp,dnk,2015.0,38
27826,esp,dnk,2016.0,31
27827,esp,dnk,2017.0,31
27828,esp,dnk,2018.0,16
27829,esp,dnk,2019.0,21
27830,esp,dnk,2020.0,17
27831,esp,dnk,2021.0,5
27832,esp,dom,1998.0,2
27833,esp,dom,1999.0,1
27834,esp,dom,2000.0,2
27835,esp,dom,2005.0,1
27836,esp,dom,2010.0,1
27837,esp,dom,2011.0,3
27838,esp,dom,2013.0,2
27839,esp,dom,2014.0,2
27840,esp,dom,2015.0,1
27841,esp,dom,2016.0,4
27842,esp,dom,2017.0,6
27843,esp,dom,2020.0,2
27844,esp,dom,2021.0,1
27845,esp,dza,2001.0,1
27846,esp,dza,2004.0,1
27847,esp,dza,2005.0,1
27848,esp,dza,2006.0,2
27849,esp,dza,2007.0,1
27850,esp,dza,2008.0,2
27851,esp,dza,2009.0,3
27852,esp,dza,2011.0,1
27853,esp,dza,2012.0,1
27854,esp,dza,2014.0,3
27855,esp,dza,2015.0,1
27856,esp,dza,2016.0,5
27857,esp,dza,2017.0,3
27858,esp,dza,2018.0,3
27859,esp,dza,2019.0,2
27860,esp,dza,2020.0,2
27861,esp,ecu,1997.0,1
27862,esp,ecu,1999.0,3
27863,esp,ecu,2001.0,3
27864,esp,ecu,2002.0,2
27865,esp,ecu,2003.0,4
27866,esp,ecu,2005.0,4
27867,esp,ecu,2006.0,2
27868,esp,ecu,2007.0,2
27869,esp,ecu,2008.0,2
27870,esp,ecu,2009.0,2
27871,esp,ecu,2010.0,2
27872,esp,ecu,2011.0,6
27873,esp,ecu,2012.0,6
27874,esp,ecu,2013.0,18
27875,esp,ecu,2014.0,25
27876,esp,ecu,2015.0,43
27877,esp,ecu,2016.0,41
27878,esp,ecu,2017.0,37
27879,esp,ecu,2018.0,40
27880,esp,ecu,2019.0,23
27881,esp,ecu,2020.0,14
27882,esp,ecu,2021.0,1
27883,esp,egy,2000.0,3
27884,esp,egy,2001.0,1
27885,esp,egy,2002.0,1
27886,esp,egy,2003.0,1
27887,esp,egy,2004.0,1
27888,esp,egy,2005.0,5
27889,esp,egy,2006.0,1
27890,esp,egy,2007.0,5
27891,esp,egy,2008.0,6
27892,esp,egy,2009.0,6
27893,esp,egy,2010.0,4
27894,esp,egy,2011.0,1
27895,esp,egy,2012.0,6
27896,esp,egy,2013.0,5
27897,esp,egy,2014.0,7
27898,esp,egy,2015.0,10
27899,esp,egy,2016.0,11
27900,esp,egy,2017.0,8
27901,esp,egy,2018.0,7
27902,esp,egy,2019.0,7
27903,esp,egy,2020.0,3
27904,esp,egy,2021.0,1
27905,esp,est,1998.0,1
27906,esp,est,2001.0,1
27907,esp,est,2002.0,1
27908,esp,est,2004.0,1
27909,esp,est,2008.0,2
27910,esp,est,2010.0,1
27911,esp,est,2013.0,3
27912,esp,est,2014.0,1
27913,esp,est,2015.0,1
27914,esp,est,2016.0,3
27915,esp,est,2017.0,1
27916,esp,est,2018.0,1
27917,esp,est,2020.0,3
27918,esp,eth,2005.0,1
27919,esp,eth,2010.0,2
27920,esp,eth,2012.0,1
27921,esp,eth,2013.0,1
27922,esp,eth,2014.0,1
27923,esp,eth,2015.0,1
27924,esp,eth,2016.0,1
27925,esp,eth,2018.0,5
27926,esp,eth,2019.0,2
27927,esp,eth,2020.0,1
27928,esp,eue,2003.0,1
27929,esp,eue,2005.0,2
27930,esp,eue,2012.0,1
27931,esp,fin,1998.0,3
27932,esp,fin,1999.0,3
27933,esp,fin,2000.0,8
27934,esp,fin,2001.0,2
27935,esp,fin,2002.0,3
27936,esp,fin,2003.0,7
27937,esp,fin,2004.0,3
27938,esp,fin,2005.0,4
27939,esp,fin,2006.0,3
27940,esp,fin,2007.0,5
27941,esp,fin,2008.0,13
27942,esp,fin,2009.0,9
27943,esp,fin,2010.0,5
27944,esp,fin,2011.0,14
27945,esp,fin,2012.0,14
27946,esp,fin,2013.0,12
27947,esp,fin,2014.0,14
27948,esp,fin,2015.0,13
27949,esp,fin,2016.0,16
27950,esp,fin,2017.0,10
27951,esp,fin,2018.0,15
27952,esp,fin,2019.0,13
27953,esp,fin,2020.0,7
27954,esp,fin,2021.0,1
27955,esp,fji,2015.0,1
27956,esp,fji,2020.0,1
27957,esp,fra,1997.0,52
27958,esp,fra,1998.0,90
27959,esp,fra,1999.0,84
27960,esp,fra,2000.0,73
27961,esp,fra,2001.0,99
27962,esp,fra,2002.0,97
27963,esp,fra,2003.0,95
27964,esp,fra,2004.0,75
27965,esp,fra,2005.0,94
27966,esp,fra,2006.0,96
27967,esp,fra,2007.0,118
27968,esp,fra,2008.0,130
27969,esp,fra,2009.0,125
27970,esp,fra,2010.0,143
27971,esp,fra,2011.0,148
27972,esp,fra,2012.0,139
27973,esp,fra,2013.0,184
27974,esp,fra,2014.0,218
27975,esp,fra,2015.0,210
27976,esp,fra,2016.0,225
27977,esp,fra,2017.0,183
27978,esp,fra,2018.0,158
27979,esp,fra,2019.0,104
27980,esp,fra,2020.0,64
27981,esp,fra,2021.0,33
27982,esp,gab,2004.0,1
27983,esp,gab,2013.0,1
27984,esp,gbr,1997.0,87
27985,esp,gbr,1998.0,116
27986,esp,gbr,1999.0,95
27987,esp,gbr,2000.0,111
27988,esp,gbr,2001.0,126
27989,esp,gbr,2002.0,129
27990,esp,gbr,2003.0,146
27991,esp,gbr,2004.0,118
27992,esp,gbr,2005.0,142
27993,esp,gbr,2006.0,120
27994,esp,gbr,2007.0,136
27995,esp,gbr,2008.0,162
27996,esp,gbr,2009.0,186
27997,esp,gbr,2010.0,190
27998,esp,gbr,2011.0,222
27999,esp,gbr,2012.0,233
28000,esp,gbr,2013.0,276
28001,esp,gbr,2014.0,330
28002,esp,gbr,2015.0,380
28003,esp,gbr,2016.0,365
28004,esp,gbr,2017.0,294
28005,esp,gbr,2018.0,270
28006,esp,gbr,2019.0,199
28007,esp,gbr,2020.0,124
28008,esp,gbr,2021.0,52
28009,esp,geo,1998.0,1
28010,esp,geo,2000.0,1
28011,esp,geo,2002.0,1
28012,esp,geo,2010.0,2
28013,esp,gha,2014.0,1
28014,esp,gib,2010.0,1
28015,esp,gib,2013.0,1
28016,esp,gib,2014.0,2
28017,esp,gib,2015.0,5
28018,esp,gib,2016.0,2
28019,esp,gin,2015.0,1
28020,esp,glp,2014.0,1
28021,esp,gmb,2013.0,1
28022,esp,gnq,1998.0,1
28023,esp,gnq,2000.0,1
28024,esp,gnq,2001.0,1
28025,esp,gnq,2002.0,2
28026,esp,gnq,2004.0,4
28027,esp,gnq,2005.0,2
28028,esp,gnq,2006.0,1
28029,esp,gnq,2008.0,1
28030,esp,gnq,2014.0,1
28031,esp,grc,1997.0,1
28032,esp,grc,1998.0,2
28033,esp,grc,1999.0,3
28034,esp,grc,2000.0,2
28035,esp,grc,2001.0,4
28036,esp,grc,2002.0,3
28037,esp,grc,2003.0,1
28038,esp,grc,2004.0,2
28039,esp,grc,2005.0,1
28040,esp,grc,2006.0,9
28041,esp,grc,2007.0,3
28042,esp,grc,2008.0,6
28043,esp,grc,2009.0,4
28044,esp,grc,2010.0,5
28045,esp,grc,2011.0,8
28046,esp,grc,2012.0,7
28047,esp,grc,2013.0,11
28048,esp,grc,2014.0,9
28049,esp,grc,2015.0,8
28050,esp,grc,2016.0,12
28051,esp,grc,2017.0,11
28052,esp,grc,2018.0,14
28053,esp,grc,2019.0,6
28054,esp,grc,2020.0,2
28055,esp,grc,2021.0,3
28056,esp,grd,2005.0,1
28057,esp,grd,2014.0,1
28058,esp,grd,2015.0,1
28059,esp,grd,2017.0,1
28060,esp,grd,2018.0,2
28061,esp,grl,2020.0,1
28062,esp,gtm,1997.0,1
28063,esp,gtm,2000.0,1
28064,esp,gtm,2001.0,1
28065,esp,gtm,2002.0,1
28066,esp,gtm,2005.0,4
28067,esp,gtm,2008.0,1
28068,esp,gtm,2009.0,1
28069,esp,gtm,2010.0,1
28070,esp,gtm,2011.0,2
28071,esp,gtm,2012.0,1
28072,esp,gtm,2013.0,3
28073,esp,gtm,2014.0,1
28074,esp,gtm,2016.0,1
28075,esp,gtm,2018.0,2
28076,esp,gtm,2020.0,2
28077,esp,gum,2003.0,1
28078,esp,gum,2012.0,1
28079,esp,hkg,1997.0,1
28080,esp,hkg,1998.0,5
28081,esp,hkg,1999.0,1
28082,esp,hkg,2001.0,2
28083,esp,hkg,2002.0,1
28084,esp,hkg,2003.0,1
28085,esp,hkg,2005.0,1
28086,esp,hkg,2007.0,1
28087,esp,hkg,2009.0,1
28088,esp,hkg,2010.0,1
28089,esp,hkg,2011.0,1
28090,esp,hkg,2012.0,2
28091,esp,hkg,2013.0,2
28092,esp,hkg,2015.0,3
28093,esp,hkg,2016.0,1
28094,esp,hkg,2017.0,2
28095,esp,hkg,2018.0,1
28096,esp,hkg,2019.0,1
28097,esp,hkg,2021.0,1
28098,esp,hnd,2005.0,1
28099,esp,hnd,2009.0,2
28100,esp,hnd,2011.0,1
28101,esp,hnd,2012.0,1
28102,esp,hnd,2013.0,2
28103,esp,hnd,2017.0,1
28104,esp,hrv,1999.0,2
28105,esp,hrv,2000.0,2
28106,esp,hrv,2002.0,3
28107,esp,hrv,2003.0,1
28108,esp,hrv,2006.0,1
28109,esp,hrv,2007.0,1
28110,esp,hrv,2009.0,1
28111,esp,hrv,2010.0,1
28112,esp,hrv,2012.0,1
28113,esp,hrv,2013.0,3
28114,esp,hrv,2014.0,3
28115,esp,hrv,2015.0,3
28116,esp,hrv,2016.0,3
28117,esp,hrv,2017.0,3
28118,esp,hrv,2018.0,4
28119,esp,hrv,2019.0,3
28120,esp,hrv,2021.0,1
28121,esp,hti,2014.0,1
28122,esp,hun,1997.0,1
28123,esp,hun,1998.0,1
28124,esp,hun,1999.0,2
28125,esp,hun,2000.0,2
28126,esp,hun,2001.0,1
28127,esp,hun,2002.0,2
28128,esp,hun,2003.0,8
28129,esp,hun,2005.0,2
28130,esp,hun,2006.0,1
28131,esp,hun,2007.0,3
28132,esp,hun,2008.0,2
28133,esp,hun,2009.0,4
28134,esp,hun,2010.0,3
28135,esp,hun,2011.0,3
28136,esp,hun,2012.0,1
28137,esp,hun,2013.0,3
28138,esp,hun,2014.0,4
28139,esp,hun,2015.0,5
28140,esp,hun,2016.0,2
28141,esp,hun,2017.0,3
28142,esp,hun,2018.0,3
28143,esp,hun,2019.0,1
28144,esp,hun,2020.0,1
28145,esp,hun,2021.0,1
28146,esp,idn,2011.0,1
28147,esp,idn,2014.0,1
28148,esp,idn,2015.0,2
28149,esp,idn,2016.0,1
28150,esp,idn,2018.0,2
28151,esp,ind,1997.0,3
28152,esp,ind,1998.0,1
28153,esp,ind,1999.0,1
28154,esp,ind,2000.0,5
28155,esp,ind,2001.0,5
28156,esp,ind,2002.0,4
28157,esp,ind,2003.0,7
28158,esp,ind,2004.0,2
28159,esp,ind,2005.0,3
28160,esp,ind,2006.0,5
28161,esp,ind,2007.0,4
28162,esp,ind,2008.0,5
28163,esp,ind,2009.0,5
28164,esp,ind,2010.0,15
28165,esp,ind,2011.0,4
28166,esp,ind,2012.0,8
28167,esp,ind,2013.0,11
28168,esp,ind,2014.0,10
28169,esp,ind,2015.0,21
28170,esp,ind,2016.0,15
28171,esp,ind,2017.0,11
28172,esp,ind,2018.0,11
28173,esp,ind,2019.0,6
28174,esp,ind,2020.0,8
28175,esp,ind,2021.0,4
28176,esp,irl,1997.0,2
28177,esp,irl,1998.0,2
28178,esp,irl,1999.0,3
28179,esp,irl,2000.0,1
28180,esp,irl,2001.0,4
28181,esp,irl,2002.0,3
28182,esp,irl,2003.0,6
28183,esp,irl,2004.0,3
28184,esp,irl,2005.0,8
28185,esp,irl,2006.0,5
28186,esp,irl,2007.0,10
28187,esp,irl,2008.0,10
28188,esp,irl,2009.0,5
28189,esp,irl,2010.0,6
28190,esp,irl,2011.0,16
28191,esp,irl,2012.0,12
28192,esp,irl,2013.0,17
28193,esp,irl,2014.0,22
28194,esp,irl,2015.0,33
28195,esp,irl,2016.0,27
28196,esp,irl,2017.0,28
28197,esp,irl,2018.0,26
28198,esp,irl,2019.0,16
28199,esp,irl,2020.0,14
28200,esp,irl,2021.0,3
28201,esp,irn,2000.0,1
28202,esp,irn,2001.0,2
28203,esp,irn,2007.0,1
28204,esp,irn,2008.0,1
28205,esp,irn,2009.0,2
28206,esp,irn,2010.0,2
28207,esp,irn,2011.0,5
28208,esp,irn,2012.0,3
28209,esp,irn,2013.0,4
28210,esp,irn,2014.0,3
28211,esp,irn,2015.0,3
28212,esp,irn,2016.0,6
28213,esp,irn,2018.0,4
28214,esp,irn,2019.0,4
28215,esp,irn,2020.0,5
28216,esp,irn,2021.0,2
28217,esp,irq,2005.0,1
28218,esp,irq,2016.0,1
28219,esp,irq,2017.0,2
28220,esp,irq,2018.0,1
28221,esp,irq,2019.0,1
28222,esp,isl,2016.0,2
28223,esp,isr,1997.0,4
28224,esp,isr,1998.0,4
28225,esp,isr,1999.0,2
28226,esp,isr,2000.0,3
28227,esp,isr,2001.0,5
28228,esp,isr,2002.0,4
28229,esp,isr,2003.0,2
28230,esp,isr,2004.0,1
28231,esp,isr,2005.0,1
28232,esp,isr,2006.0,3
28233,esp,isr,2007.0,3
28234,esp,isr,2008.0,3
28235,esp,isr,2009.0,4
28236,esp,isr,2010.0,3
28237,esp,isr,2011.0,2
28238,esp,isr,2012.0,4
28239,esp,isr,2013.0,5
28240,esp,isr,2014.0,9
28241,esp,isr,2015.0,9
28242,esp,isr,2016.0,5
28243,esp,isr,2017.0,6
28244,esp,isr,2018.0,6
28245,esp,isr,2019.0,4
28246,esp,isr,2020.0,2
28247,esp,isr,2021.0,2
28248,esp,ita,1997.0,36
28249,esp,ita,1998.0,31
28250,esp,ita,1999.0,46
28251,esp,ita,2000.0,44
28252,esp,ita,2001.0,59
28253,esp,ita,2002.0,62
28254,esp,ita,2003.0,54
28255,esp,ita,2004.0,40
28256,esp,ita,2005.0,51
28257,esp,ita,2006.0,71
28258,esp,ita,2007.0,69
28259,esp,ita,2008.0,70
28260,esp,ita,2009.0,78
28261,esp,ita,2010.0,72
28262,esp,ita,2011.0,72
28263,esp,ita,2012.0,102
28264,esp,ita,2013.0,125
28265,esp,ita,2014.0,149
28266,esp,ita,2015.0,110
28267,esp,ita,2016.0,119
28268,esp,ita,2017.0,106
28269,esp,ita,2018.0,101
28270,esp,ita,2019.0,81
28271,esp,ita,2020.0,63
28272,esp,ita,2021.0,33
28273,esp,jam,2013.0,1
28274,esp,jor,2004.0,1
28275,esp,jor,2005.0,1
28276,esp,jor,2007.0,1
28277,esp,jor,2009.0,1
28278,esp,jor,2010.0,1
28279,esp,jor,2011.0,1
28280,esp,jor,2014.0,1
28281,esp,jor,2015.0,1
28282,esp,jor,2016.0,1
28283,esp,jor,2017.0,1
28284,esp,jor,2018.0,4
28285,esp,jpn,1997.0,8
28286,esp,jpn,1998.0,5
28287,esp,jpn,1999.0,8
28288,esp,jpn,2000.0,8
28289,esp,jpn,2001.0,4
28290,esp,jpn,2002.0,6
28291,esp,jpn,2003.0,4
28292,esp,jpn,2004.0,9
28293,esp,jpn,2005.0,7
28294,esp,jpn,2006.0,2
28295,esp,jpn,2007.0,8
28296,esp,jpn,2008.0,7
28297,esp,jpn,2009.0,10
28298,esp,jpn,2010.0,25
28299,esp,jpn,2011.0,13
28300,esp,jpn,2012.0,10
28301,esp,jpn,2013.0,14
28302,esp,jpn,2014.0,21
28303,esp,jpn,2015.0,17
28304,esp,jpn,2016.0,18
28305,esp,jpn,2017.0,15
28306,esp,jpn,2018.0,13
28307,esp,jpn,2019.0,11
28308,esp,jpn,2020.0,3
28309,esp,jpn,2021.0,3
28310,esp,kaz,2014.0,1
28311,esp,kaz,2016.0,1
28312,esp,kaz,2021.0,1
28313,esp,ken,2003.0,1
28314,esp,ken,2012.0,1
28315,esp,ken,2013.0,1
28316,esp,ken,2015.0,1
28317,esp,ken,2016.0,1
28318,esp,ken,2018.0,1
28319,esp,khm,2009.0,1
28320,esp,khm,2018.0,1
28321,esp,kna,2018.0,1
28322,esp,kor,1997.0,2
28323,esp,kor,1998.0,2
28324,esp,kor,1999.0,2
28325,esp,kor,2002.0,3
28326,esp,kor,2004.0,1
28327,esp,kor,2005.0,1
28328,esp,kor,2006.0,1
28329,esp,kor,2007.0,3
28330,esp,kor,2008.0,2
28331,esp,kor,2009.0,1
28332,esp,kor,2010.0,1
28333,esp,kor,2011.0,2
28334,esp,kor,2012.0,2
28335,esp,kor,2013.0,5
28336,esp,kor,2014.0,4
28337,esp,kor,2015.0,9
28338,esp,kor,2016.0,3
28339,esp,kor,2017.0,2
28340,esp,kor,2018.0,4
28341,esp,kor,2019.0,6
28342,esp,kor,2020.0,2
28343,esp,kor,2021.0,1
28344,esp,kwt,2016.0,1
28345,esp,kwt,2019.0,1
28346,esp,lbn,2001.0,3
28347,esp,lbn,2006.0,1
28348,esp,lbn,2011.0,1
28349,esp,lbn,2012.0,2
28350,esp,lbn,2015.0,1
28351,esp,lbn,2016.0,1
28352,esp,lka,2016.0,1
28353,esp,lka,2018.0,1
28354,esp,lso,2005.0,1
28355,esp,lso,2013.0,1
28356,esp,lso,2017.0,1
28357,esp,ltu,2003.0,1
28358,esp,ltu,2004.0,1
28359,esp,ltu,2011.0,2
28360,esp,ltu,2014.0,1
28361,esp,ltu,2015.0,1
28362,esp,ltu,2017.0,1
28363,esp,ltu,2018.0,1
28364,esp,ltu,2021.0,3
28365,esp,lux,1998.0,1
28366,esp,lux,2000.0,1
28367,esp,lux,2001.0,1
28368,esp,lux,2007.0,2
28369,esp,lux,2008.0,2
28370,esp,lux,2009.0,2
28371,esp,lux,2010.0,1
28372,esp,lux,2012.0,1
28373,esp,lux,2013.0,5
28374,esp,lux,2014.0,3
28375,esp,lux,2015.0,6
28376,esp,lux,2016.0,6
28377,esp,lux,2017.0,4
28378,esp,lux,2018.0,1
28379,esp,lux,2019.0,2
28380,esp,lux,2020.0,3
28381,esp,lva,2001.0,1
28382,esp,lva,2011.0,1
28383,esp,lva,2015.0,1
28384,esp,lva,2019.0,1
28385,esp,mac,2012.0,1
28386,esp,mac,2014.0,1
28387,esp,mar,1997.0,1
28388,esp,mar,1998.0,4
28389,esp,mar,1999.0,4
28390,esp,mar,2000.0,2
28391,esp,mar,2001.0,2
28392,esp,mar,2002.0,6
28393,esp,mar,2003.0,4
28394,esp,mar,2004.0,3
28395,esp,mar,2005.0,1
28396,esp,mar,2006.0,4
28397,esp,mar,2007.0,8
28398,esp,mar,2008.0,5
28399,esp,mar,2009.0,3
28400,esp,mar,2010.0,8
28401,esp,mar,2011.0,6
28402,esp,mar,2012.0,2
28403,esp,mar,2013.0,8
28404,esp,mar,2014.0,8
28405,esp,mar,2015.0,11
28406,esp,mar,2016.0,8
28407,esp,mar,2017.0,5
28408,esp,mar,2018.0,9
28409,esp,mar,2019.0,4
28410,esp,mar,2020.0,7
28411,esp,mar,2021.0,3
28412,esp,mco,1998.0,1
28413,esp,mco,2005.0,1
28414,esp,mco,2007.0,1
28415,esp,mco,2009.0,1
28416,esp,mco,2011.0,1
28417,esp,mco,2013.0,1
28418,esp,mco,2015.0,1
28419,esp,mco,2017.0,1
28420,esp,mda,2000.0,1
28421,esp,mda,2002.0,1
28422,esp,mda,2006.0,1
28423,esp,mda,2007.0,1
28424,esp,mda,2011.0,1
28425,esp,mda,2017.0,1
28426,esp,mdg,2019.0,1
28427,esp,mdv,2017.0,1
28428,esp,mex,1997.0,39
28429,esp,mex,1998.0,32
28430,esp,mex,1999.0,39
28431,esp,mex,2000.0,39
28432,esp,mex,2001.0,58
28433,esp,mex,2002.0,59
28434,esp,mex,2003.0,66
28435,esp,mex,2004.0,53
28436,esp,mex,2005.0,61
28437,esp,mex,2006.0,56
28438,esp,mex,2007.0,75
28439,esp,mex,2008.0,62
28440,esp,mex,2009.0,74
28441,esp,mex,2010.0,84
28442,esp,mex,2011.0,89
28443,esp,mex,2012.0,101
28444,esp,mex,2013.0,111
28445,esp,mex,2014.0,134
28446,esp,mex,2015.0,121
28447,esp,mex,2016.0,128
28448,esp,mex,2017.0,111
28449,esp,mex,2018.0,102
28450,esp,mex,2019.0,55
28451,esp,mex,2020.0,50
28452,esp,mex,2021.0,13
28453,esp,mli,2011.0,1
28454,esp,mli,2019.0,1
28455,esp,mlt,2006.0,1
28456,esp,mlt,2015.0,1
28457,esp,mlt,2019.0,2
28458,esp,moz,2005.0,2
28459,esp,moz,2007.0,2
28460,esp,moz,2009.0,3
28461,esp,moz,2010.0,3
28462,esp,moz,2011.0,1
28463,esp,moz,2012.0,2
28464,esp,moz,2013.0,3
28465,esp,moz,2015.0,4
28466,esp,moz,2016.0,4
28467,esp,moz,2018.0,2
28468,esp,moz,2020.0,1
28469,esp,moz,2021.0,2
28470,esp,msr,2004.0,1
28471,esp,mwi,2016.0,1
28472,esp,mwi,2017.0,1
28473,esp,mys,2002.0,1
28474,esp,mys,2004.0,1
28475,esp,mys,2005.0,1
28476,esp,mys,2010.0,1
28477,esp,mys,2012.0,1
28478,esp,mys,2013.0,1
28479,esp,mys,2014.0,3
28480,esp,mys,2015.0,3
28481,esp,mys,2017.0,1
28482,esp,mys,2018.0,4
28483,esp,mys,2019.0,1
28484,esp,myt,2018.0,1
28485,esp,ncl,2015.0,1
28486,esp,ner,2015.0,1
28487,esp,nga,1998.0,1
28488,esp,nga,2004.0,1
28489,esp,nga,2008.0,1
28490,esp,nga,2010.0,1
28491,esp,nga,2020.0,1
28492,esp,nic,1999.0,2
28493,esp,nic,2000.0,2
28494,esp,nic,2003.0,1
28495,esp,nic,2005.0,1
28496,esp,nic,2011.0,1
28497,esp,nic,2016.0,2
28498,esp,nic,2018.0,2
28499,esp,nic,2019.0,1
28500,esp,nic,2020.0,2
28501,esp,nld,1997.0,17
28502,esp,nld,1998.0,23
28503,esp,nld,1999.0,26
28504,esp,nld,2000.0,18
28505,esp,nld,2001.0,35
28506,esp,nld,2002.0,28
28507,esp,nld,2003.0,32
28508,esp,nld,2004.0,29
28509,esp,nld,2005.0,21
28510,esp,nld,2006.0,28
28511,esp,nld,2007.0,23
28512,esp,nld,2008.0,41
28513,esp,nld,2009.0,49
28514,esp,nld,2010.0,52
28515,esp,nld,2011.0,51
28516,esp,nld,2012.0,43
28517,esp,nld,2013.0,80
28518,esp,nld,2014.0,71
28519,esp,nld,2015.0,55
28520,esp,nld,2016.0,67
28521,esp,nld,2017.0,53
28522,esp,nld,2018.0,35
28523,esp,nld,2019.0,38
28524,esp,nld,2020.0,27
28525,esp,nld,2021.0,15
28526,esp,nor,1997.0,4
28527,esp,nor,1998.0,2
28528,esp,nor,2000.0,3
28529,esp,nor,2001.0,4
28530,esp,nor,2002.0,6
28531,esp,nor,2003.0,5
28532,esp,nor,2004.0,6
28533,esp,nor,2005.0,4
28534,esp,nor,2006.0,5
28535,esp,nor,2007.0,3
28536,esp,nor,2008.0,6
28537,esp,nor,2009.0,12
28538,esp,nor,2010.0,11
28539,esp,nor,2011.0,4
28540,esp,nor,2012.0,7
28541,esp,nor,2013.0,9
28542,esp,nor,2014.0,11
28543,esp,nor,2015.0,29
28544,esp,nor,2016.0,14
28545,esp,nor,2017.0,16
28546,esp,nor,2018.0,17
28547,esp,nor,2019.0,11
28548,esp,nor,2020.0,5
28549,esp,nor,2021.0,4
28550,esp,nzl,1998.0,2
28551,esp,nzl,2001.0,1
28552,esp,nzl,2002.0,3
28553,esp,nzl,2003.0,1
28554,esp,nzl,2004.0,2
28555,esp,nzl,2005.0,1
28556,esp,nzl,2006.0,2
28557,esp,nzl,2007.0,1
28558,esp,nzl,2008.0,2
28559,esp,nzl,2009.0,2
28560,esp,nzl,2010.0,1
28561,esp,nzl,2011.0,2
28562,esp,nzl,2012.0,11
28563,esp,nzl,2013.0,4
28564,esp,nzl,2014.0,10
28565,esp,nzl,2015.0,5
28566,esp,nzl,2016.0,3
28567,esp,nzl,2017.0,4
28568,esp,nzl,2018.0,3
28569,esp,nzl,2019.0,5
28570,esp,nzl,2020.0,3
28571,esp,nzl,2021.0,2
28572,esp,omn,2003.0,1
28573,esp,omn,2013.0,1
28574,esp,pak,2009.0,1
28575,esp,pak,2013.0,1
28576,esp,pak,2014.0,2
28577,esp,pak,2015.0,1
28578,esp,pak,2016.0,3
28579,esp,pak,2017.0,2
28580,esp,pak,2019.0,5
28581,esp,pak,2020.0,1
28582,esp,pan,2001.0,2
28583,esp,pan,2002.0,1
28584,esp,pan,2003.0,1
28585,esp,pan,2004.0,2
28586,esp,pan,2008.0,1
28587,esp,pan,2009.0,1
28588,esp,pan,2011.0,4
28589,esp,pan,2012.0,5
28590,esp,pan,2013.0,5
28591,esp,pan,2015.0,2
28592,esp,pan,2016.0,8
28593,esp,pan,2017.0,3
28594,esp,pan,2018.0,3
28595,esp,pan,2019.0,3
28596,esp,pan,2020.0,1
28597,esp,pan,2021.0,2
28598,esp,per,1997.0,3
28599,esp,per,1998.0,1
28600,esp,per,1999.0,3
28601,esp,per,2000.0,2
28602,esp,per,2002.0,1
28603,esp,per,2003.0,2
28604,esp,per,2004.0,6
28605,esp,per,2005.0,4
28606,esp,per,2006.0,3
28607,esp,per,2007.0,3
28608,esp,per,2008.0,8
28609,esp,per,2009.0,3
28610,esp,per,2010.0,5
28611,esp,per,2011.0,6
28612,esp,per,2012.0,6
28613,esp,per,2013.0,9
28614,esp,per,2014.0,6
28615,esp,per,2015.0,13
28616,esp,per,2016.0,17
28617,esp,per,2017.0,19
28618,esp,per,2018.0,21
28619,esp,per,2019.0,8
28620,esp,per,2020.0,5
28621,esp,per,2021.0,2
28622,esp,phl,1997.0,1
28623,esp,phl,1998.0,8
28624,esp,phl,1999.0,6
28625,esp,phl,2000.0,4
28626,esp,phl,2001.0,9
28627,esp,phl,2002.0,8
28628,esp,phl,2003.0,1
28629,esp,phl,2004.0,2
28630,esp,phl,2007.0,2
28631,esp,phl,2008.0,2
28632,esp,phl,2009.0,1
28633,esp,phl,2011.0,1
28634,esp,phl,2012.0,1
28635,esp,phl,2013.0,3
28636,esp,phl,2015.0,1
28637,esp,phl,2016.0,2
28638,esp,phl,2017.0,1
28639,esp,phl,2018.0,3
28640,esp,phl,2019.0,5
28641,esp,phl,2020.0,4
28642,esp,phl,2021.0,1
28643,esp,png,2001.0,1
28644,esp,png,2010.0,1
