,countrycode,year,padded_population_of_researchers,number_of_inmigrations,number_of_outmigrations,netmigration,inmigrationrate,outmigrationrate,netmigrationrate,gdp_per_capita,mean_n_researchers
1639,fin,2014.0,15910.0,394.0,359.0,35.0,0.0247642991829038,0.0225644248900062,0.0021998742928975,50260.2998588958,14543.05
1640,fin,2015.0,15629.0,383.0,421.0,-38.0,0.0245057265340072,0.02693710410135,-0.0024313775673427,42784.6983616432,14543.05
1641,fin,2016.0,15243.0,381.0,425.0,-44.0,0.0249950797087187,0.0278816505937151,-0.0028865708849963,43784.2839622098,14543.05
1642,fin,2017.0,14663.0,410.0,428.0,-18.0,0.027961535838505,0.0291891154606833,-0.0012275796221782,46297.4963459994,14543.05
1643,fin,2018.0,14022.0,401.0,406.0,-5.0,0.0285979175581229,0.0289545000713165,-0.0003565825131935,50013.2942027626,14543.05
1650,fji,1999.0,69.0,5.0,5.0,0.0,0.072463768115942,0.072463768115942,0.0,2401.68642195355,130.1
1651,fji,2000.0,79.0,6.0,5.0,1.0,0.0759493670886076,0.0632911392405063,0.0126582278481012,2069.31745471458,130.1
1652,fji,2001.0,73.0,5.0,7.0,-2.0,0.0684931506849315,0.0958904109589041,-0.0273972602739726,2030.24635131517,130.1
1653,fji,2002.0,81.0,4.0,14.0,-10.0,0.0493827160493827,0.1728395061728395,-0.1234567901234567,2248.71419119053,130.1
1654,fji,2003.0,87.0,11.0,13.0,-2.0,0.1264367816091954,0.1494252873563218,-0.0229885057471264,2818.91392042135,130.1
1655,fji,2004.0,105.0,17.0,6.0,11.0,0.1619047619047619,0.0571428571428571,0.1047619047619047,3311.15989532504,130.1
1656,fji,2005.0,106.0,8.0,11.0,-3.0,0.0754716981132075,0.1037735849056603,-0.0283018867924528,3627.63285585254,130.1
1657,fji,2006.0,122.0,12.0,7.0,5.0,0.0983606557377049,0.0573770491803278,0.040983606557377,3715.93265705693,130.1
1658,fji,2007.0,112.0,7.0,18.0,-11.0,0.0625,0.1607142857142857,-0.0982142857142857,4040.15211916504,130.1
1659,fji,2008.0,125.0,10.0,14.0,-4.0,0.08,0.112,-0.032,4167.69493510221,130.1
1660,fji,2009.0,132.0,11.0,16.0,-5.0,0.0833333333333333,0.1212121212121212,-0.0378787878787878,3362.82049454372,130.1
1661,fji,2010.0,143.0,16.0,16.0,0.0,0.1118881118881118,0.1118881118881118,0.0,3652.53593320954,130.1
1662,fji,2011.0,144.0,20.0,12.0,8.0,0.1388888888888889,0.0833333333333333,0.0555555555555555,4371.44738457557,130.1
1663,fji,2012.0,152.0,11.0,20.0,-9.0,0.0723684210526315,0.131578947368421,-0.0592105263157894,4591.57701506207,130.1
1664,fji,2013.0,160.0,27.0,15.0,12.0,0.16875,0.09375,0.075,4840.72726987242,130.1
1665,fji,2014.0,177.0,24.0,18.0,6.0,0.135593220338983,0.1016949152542373,0.0338983050847457,5605.60914844185,130.1
1666,fji,2015.0,172.0,22.0,20.0,2.0,0.127906976744186,0.1162790697674418,0.0116279069767441,5390.71420703085,130.1
1667,fji,2016.0,177.0,20.0,18.0,2.0,0.1129943502824858,0.1016949152542373,0.0112994350282485,5651.27272132772,130.1
1668,fji,2017.0,188.0,30.0,22.0,8.0,0.1595744680851064,0.1170212765957446,0.0425531914893617,6101.02388950081,130.1
1669,fji,2018.0,198.0,24.0,17.0,7.0,0.1212121212121212,0.0858585858585858,0.0353535353535353,6317.43779853596,130.1
1702,fra,1999.0,83834.0,1764.0,2206.0,-442.0,0.0210415821742968,0.0263139060524369,-0.0052723238781401,24673.2030476111,103014.15
1703,fra,2000.0,85987.0,1984.0,2400.0,-416.0,0.0230732552595159,0.0279111958784467,-0.0048379406189307,22364.0293943406,103014.15
1704,fra,2001.0,87632.0,2187.0,2593.0,-406.0,0.0249566368449881,0.0295896476173087,-0.0046330107723206,22433.5549829528,103014.15
1705,fra,2002.0,89096.0,2387.0,2887.0,-500.0,0.0267913262099308,0.0324032504265062,-0.0056119242165753,24177.3355586498,103014.15
1706,fra,2003.0,91369.0,2307.0,2687.0,-380.0,0.0252492639735577,0.0294082237958169,-0.0041589598222591,29568.3887998673,103014.15
1707,fra,2004.0,95427.0,1946.0,2443.0,-497.0,0.0203925513743489,0.025600720969956,-0.0052081695956071,33741.2619183406,103014.15
1708,fra,2005.0,99187.0,2132.0,2402.0,-270.0,0.0214947523364957,0.0242168832609112,-0.0027221309244154,34760.1850154731,103014.15
1709,fra,2006.0,102223.0,2290.0,2665.0,-375.0,0.0224020034630171,0.0260704538117644,-0.0036684503487473,36443.6263055433,103014.15
1710,fra,2007.0,104364.0,2466.0,2839.0,-373.0,0.0236288375301828,0.0272028668889655,-0.0035740293587827,41508.4326882318,103014.15
1711,fra,2008.0,106622.0,2621.0,2832.0,-211.0,0.0245821687831779,0.0265611224700343,-0.0019789536868563,45334.117956922,103014.15
1712,fra,2009.0,110983.0,2810.0,3079.0,-269.0,0.025319193029563,0.0277429876647774,-0.0024237946352144,41575.4219609625,103014.15
1713,fra,2010.0,114066.0,3061.0,3245.0,-184.0,0.0268353409429628,0.0284484421299949,-0.001613101187032,40638.3352541414,103014.15
1714,fra,2011.0,116338.0,3181.0,3391.0,-210.0,0.0273427426980006,0.0291478278808299,-0.0018050851828293,43790.7260166781,103014.15
1715,fra,2012.0,116593.0,3021.0,3521.0,-500.0,0.02591064643675,0.0301990685547159,-0.0042884221179659,40874.7003927338,103014.15
1716,fra,2013.0,115262.0,3145.0,3586.0,-441.0,0.0272856622303968,0.0311117280630216,-0.0038260658326248,42592.9353850549,103014.15
1717,fra,2014.0,114361.0,3239.0,3732.0,-493.0,0.0283225924921957,0.0326335026801094,-0.0043109101879137,43011.2631028417,103014.15
1718,fra,2015.0,112050.0,3122.0,3730.0,-608.0,0.0278625613565372,0.0332887103971441,-0.0054261490406068,36638.184929157,103014.15
1719,fra,2016.0,109127.0,3186.0,3700.0,-514.0,0.0291953412079503,0.0339054496137527,-0.0047101084058024,37037.3741861219,103014.15
1720,fra,2017.0,105209.0,3005.0,3527.0,-522.0,0.0285621952494558,0.0335237479683297,-0.0049615527188738,38685.2584944953,103014.15
1721,fra,2018.0,100553.0,2733.0,3290.0,-557.0,0.0271796962795739,0.0327190635784113,-0.0055393672988374,41526.4146584125,103014.15
1728,fro,1999.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24129.4128945849,30.9
1729,fro,2000.0,9.0,0.0,4.0,-4.0,0.0,0.4444444444444444,-0.4444444444444444,22651.8619846698,30.9
1730,fro,2001.0,11.0,2.0,1.0,1.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,24418.7032800532,30.9
1731,fro,2002.0,15.0,2.0,0.0,2.0,0.1333333333333333,0.0,0.1333333333333333,26731.6585680004,30.9
1732,fro,2003.0,15.0,5.0,3.0,2.0,0.3333333333333333,0.2,0.1333333333333333,31493.3191469308,30.9
1733,fro,2004.0,16.0,3.0,0.0,3.0,0.1875,0.0,0.1875,35467.1754699443,30.9
1734,fro,2005.0,16.0,1.0,2.0,-1.0,0.0625,0.125,-0.0625,36198.5437743045,30.9
1735,fro,2006.0,21.0,1.0,1.0,0.0,0.0476190476190476,0.0476190476190476,0.0,41521.6750574783,30.9
1736,fro,2007.0,24.0,2.0,1.0,1.0,0.0833333333333333,0.0416666666666666,0.0416666666666666,47885.6988786829,30.9
1737,fro,2008.0,31.0,4.0,4.0,0.0,0.1290322580645161,0.1290322580645161,0.0,50863.9537894054,30.9
1738,fro,2009.0,35.0,5.0,3.0,2.0,0.1428571428571428,0.0857142857142857,0.0571428571428571,47441.9159808872,30.9
1739,fro,2010.0,41.0,6.0,1.0,5.0,0.1463414634146341,0.024390243902439,0.1219512195121951,48541.4011938484,30.9
1740,fro,2011.0,39.0,3.0,0.0,3.0,0.0769230769230769,0.0,0.0769230769230769,52092.6033791385,30.9
1741,fro,2012.0,44.0,3.0,0.0,3.0,0.0681818181818181,0.0,0.0681818181818181,49459.7172338372,30.9
1742,fro,2013.0,40.0,1.0,4.0,-3.0,0.025,0.1,-0.075,54843.3192852206,30.9
1743,fro,2014.0,44.0,5.0,1.0,4.0,0.1136363636363636,0.0227272727272727,0.0909090909090909,59433.8345726758,30.9
1744,fro,2015.0,49.0,7.0,4.0,3.0,0.1428571428571428,0.0816326530612244,0.0612244897959183,52400.2972763835,30.9
1745,fro,2016.0,49.0,4.0,2.0,2.0,0.0816326530612244,0.0408163265306122,0.0408163265306122,56854.102653706,30.9
1746,fro,2017.0,55.0,3.0,1.0,2.0,0.0545454545454545,0.0181818181818181,0.0363636363636363,59993.0906266559,30.9
1747,fro,2018.0,55.0,5.0,3.0,2.0,0.0909090909090909,0.0545454545454545,0.0363636363636363,62918.1461936121,30.9
1754,fsm,1999.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2042.70708645343,12.9
1755,fsm,2000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2171.88957683534,12.9
1756,fsm,2001.0,5.0,0.0,3.0,-3.0,0.0,0.6,-0.6,2248.49211533078,12.9
1757,fsm,2002.0,4.0,1.0,2.0,-1.0,0.25,0.5,-0.25,2265.94410756164,12.9
1758,fsm,2003.0,13.0,4.0,0.0,4.0,0.3076923076923077,0.0,0.3076923076923077,2295.86817833156,12.9
1759,fsm,2004.0,11.0,1.0,2.0,-1.0,0.0909090909090909,0.1818181818181818,-0.0909090909090909,2253.1137454982,12.9
1760,fsm,2005.0,11.0,1.0,2.0,-1.0,0.0909090909090909,0.1818181818181818,-0.0909090909090909,2358.1466999576,12.9
1761,fsm,2006.0,10.0,1.0,0.0,1.0,0.1,0.0,0.1,2406.11441152466,12.9
1762,fsm,2007.0,17.0,2.0,0.0,2.0,0.1176470588235294,0.0,0.1176470588235294,2458.65839413263,12.9
1763,fsm,2008.0,20.0,3.0,1.0,2.0,0.15,0.05,0.1,2541.26162493119,12.9
1764,fsm,2009.0,20.0,0.0,1.0,-1.0,0.0,0.05,-0.05,2721.97609035554,12.9
1765,fsm,2010.0,14.0,1.0,1.0,0.0,0.0714285714285714,0.0714285714285714,0.0,2885.30549185744,12.9
1766,fsm,2011.0,12.0,1.0,1.0,0.0,0.0833333333333333,0.0833333333333333,0.0,3009.25682468487,12.9
1767,fsm,2012.0,14.0,1.0,0.0,1.0,0.0714285714285714,0.0,0.0714285714285714,3131.38671463839,12.9
1768,fsm,2013.0,16.0,2.0,1.0,1.0,0.125,0.0625,0.0625,2994.79239440343,12.9
1769,fsm,2014.0,18.0,1.0,2.0,-1.0,0.0555555555555555,0.1111111111111111,-0.0555555555555555,2971.51260191356,12.9
1770,fsm,2015.0,19.0,3.0,0.0,3.0,0.1578947368421052,0.0,0.1578947368421052,2906.61701228808,12.9
1771,fsm,2016.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3014.70035839042,12.9
1772,fsm,2017.0,15.0,1.0,1.0,0.0,0.0666666666666666,0.0666666666666666,0.0,3289.64211697365,12.9
1773,fsm,2018.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.291015625,12.9
1779,gab,1999.0,87.0,4.0,14.0,-10.0,0.0459770114942528,0.160919540229885,-0.1149425287356321,3888.87946722118,137.05
1780,gab,2000.0,81.0,4.0,8.0,-4.0,0.0493827160493827,0.0987654320987654,-0.0493827160493827,4135.99238007722,137.05
1781,gab,2001.0,83.0,5.0,9.0,-4.0,0.0602409638554216,0.108433734939759,-0.0481927710843373,3993.03133624881,137.05
1782,gab,2002.0,97.0,10.0,5.0,5.0,0.1030927835051546,0.0515463917525773,0.0515463917525773,4141.43436559775,137.05
1783,gab,2003.0,117.0,10.0,10.0,0.0,0.0854700854700854,0.0854700854700854,0.0,4933.46216999793,137.05
1784,gab,2004.0,120.0,13.0,12.0,1.0,0.1083333333333333,0.1,0.0083333333333333,5739.61320363785,137.05
1785,gab,2005.0,139.0,12.0,4.0,8.0,0.0863309352517985,0.0287769784172661,0.0575539568345323,6891.36192038265,137.05
1786,gab,2006.0,134.0,14.0,8.0,6.0,0.1044776119402985,0.0597014925373134,0.044776119402985,7221.36987650987,137.05
1787,gab,2007.0,137.0,11.0,13.0,-2.0,0.0802919708029197,0.0948905109489051,-0.0145985401459854,8458.3091787108,137.05
1788,gab,2008.0,148.0,14.0,11.0,3.0,0.0945945945945946,0.0743243243243243,0.0202702702702702,10254.1719573595,137.05
1789,gab,2009.0,172.0,18.0,11.0,7.0,0.1046511627906976,0.063953488372093,0.0406976744186046,7721.01895290081,137.05
1790,gab,2010.0,166.0,5.0,10.0,-5.0,0.0301204819277108,0.0602409638554216,-0.0301204819277108,8849.32260799167,137.05
1791,gab,2011.0,176.0,13.0,10.0,3.0,0.0738636363636363,0.0568181818181818,0.0170454545454545,10809.6849503904,137.05
1792,gab,2012.0,162.0,16.0,18.0,-2.0,0.0987654320987654,0.1111111111111111,-0.0123456790123456,9813.50574650818,137.05
1793,gab,2013.0,157.0,11.0,12.0,-1.0,0.0700636942675159,0.0764331210191082,-0.0063694267515923,9683.58161951252,137.05
1794,gab,2014.0,161.0,8.0,9.0,-1.0,0.0496894409937888,0.0559006211180124,-0.0062111801242236,9663.42411002585,137.05
1795,gab,2015.0,172.0,18.0,10.0,8.0,0.1046511627906976,0.0581395348837209,0.0465116279069767,7384.70070393071,137.05
1796,gab,2016.0,155.0,13.0,14.0,-1.0,0.0838709677419354,0.0903225806451612,-0.0064516129032258,6984.41971208387,137.05
1797,gab,2017.0,146.0,9.0,9.0,0.0,0.0616438356164383,0.0616438356164383,0.0,7230.43491161979,137.05
1798,gab,2018.0,131.0,7.0,11.0,-4.0,0.0534351145038167,0.0839694656488549,-0.0305343511450381,7956.62781558686,137.05
1805,gbr,1999.0,118851.0,3339.0,3663.0,-324.0,0.0280940000504833,0.030820102481258,-0.0027261024307746,28665.7074949102,155331.55
1806,gbr,2000.0,122906.0,3832.0,3974.0,-142.0,0.0311782988625453,0.0323336533611052,-0.0011553544985598,28156.2674107209,155331.55
1807,gbr,2001.0,125180.0,4236.0,4657.0,-421.0,0.0338392714491132,0.0372024285029557,-0.0033631570538424,27717.6258101678,155331.55
1808,gbr,2002.0,129037.0,4509.0,5115.0,-606.0,0.0349434658276308,0.0396397932375985,-0.0046963274099676,29982.6187026848,155331.55
1809,gbr,2003.0,133421.0,4264.0,4991.0,-727.0,0.0319589869660698,0.0374079043029208,-0.005448917336851,34383.9479627726,155331.55
1810,gbr,2004.0,139908.0,3789.0,4491.0,-702.0,0.0270820825113646,0.0320996654944677,-0.0050175829831031,40208.8560760282,155331.55
1811,gbr,2005.0,146765.0,4160.0,4444.0,-284.0,0.0283446325758866,0.0302796988382788,-0.0019350662623922,41932.8773606998,155331.55
1812,gbr,2006.0,151793.0,4411.0,4522.0,-111.0,0.0290593110354232,0.0297905700526374,-0.0007312590172142,44472.5742349596,155331.55
1813,gbr,2007.0,156597.0,4727.0,4740.0,-13.0,0.0301857634565157,0.0302687790953849,-8.301563886919929e-05,50444.9301546348,155331.55
1814,gbr,2008.0,160719.0,5012.0,4975.0,37.0,0.0311848630217958,0.0309546475525606,0.0002302154692351,47267.0121770864,155331.55
1815,gbr,2009.0,167953.0,5155.0,5604.0,-449.0,0.0306931105726006,0.0333664775264508,-0.0026733669538501,38736.9021994994,155331.55
1816,gbr,2010.0,172970.0,5383.0,6070.0,-687.0,0.0311210036422501,0.0350927906573394,-0.0039717870150893,39536.7726806835,155331.55
1817,gbr,2011.0,177125.0,5304.0,6358.0,-1054.0,0.0299449541284403,0.0358955539872971,-0.0059505998588567,42047.6142522206,155331.55
1818,gbr,2012.0,177413.0,5398.0,6524.0,-1126.0,0.0304261807195639,0.0367729535039709,-0.006346772784407,42449.1076656792,155331.55
1819,gbr,2013.0,175713.0,5650.0,6529.0,-879.0,0.032154706823058,0.0371571824509285,-0.0050024756278704,43401.3105295842,155331.55
1820,gbr,2014.0,174700.0,6286.0,6523.0,-237.0,0.0359816828849456,0.0373382942186605,-0.0013566113337149,47452.1991368626,155331.55
1821,gbr,2015.0,173462.0,6505.0,6396.0,109.0,0.0375010088664952,0.0368726291637361,0.0006283797027591,45039.2359520486,155331.55
1822,gbr,2016.0,171748.0,6559.0,6360.0,199.0,0.038189673242192,0.0370309989053729,0.001158674336819,41048.3496572292,155331.55
1823,gbr,2017.0,168318.0,6186.0,6313.0,-127.0,0.0367518625458952,0.0375063867203745,-0.0007545241744792,40304.7230763678,155331.55
1824,gbr,2018.0,162052.0,5892.0,6266.0,-374.0,0.036358699676647,0.0386666008441734,-0.0023079011675264,42992.8037216089,155331.55
1831,geo,1999.0,527.0,30.0,30.0,0.0,0.0569259962049335,0.0569259962049335,0.0,673.54343867503,873.0
1832,geo,2000.0,525.0,40.0,33.0,7.0,0.0761904761904762,0.0628571428571428,0.0133333333333333,749.908534993961,873.0
1833,geo,2001.0,532.0,49.0,42.0,7.0,0.0921052631578947,0.0789473684210526,0.0131578947368421,801.990413888373,873.0
1834,geo,2002.0,535.0,36.0,57.0,-21.0,0.0672897196261682,0.1065420560747663,-0.0392523364485981,853.516453713318,873.0
1835,geo,2003.0,647.0,29.0,57.0,-28.0,0.0448222565687789,0.0880989180834621,-0.0432766615146831,1010.0079801313,873.0
1836,geo,2004.0,769.0,26.0,33.0,-7.0,0.0338101430429128,0.0429128738621586,-0.0091027308192457,1305.04748557208,873.0
1837,geo,2005.0,856.0,46.0,25.0,21.0,0.0537383177570093,0.0292056074766355,0.0245327102803738,1642.76093756395,873.0
1838,geo,2006.0,857.0,37.0,44.0,-7.0,0.043173862310385,0.0513418903150525,-0.0081680280046674,1996.05712927664,873.0
1839,geo,2007.0,843.0,43.0,40.0,3.0,0.0510083036773428,0.0474495848161328,0.0035587188612099,2635.35388202963,873.0
1840,geo,2008.0,829.0,45.0,35.0,10.0,0.0542822677925211,0.0422195416164053,0.0120627261761158,3324.73587905411,873.0
1841,geo,2009.0,884.0,45.0,42.0,3.0,0.0509049773755656,0.0475113122171945,0.003393665158371,2822.66743023352,873.0
1842,geo,2010.0,888.0,35.0,50.0,-15.0,0.0394144144144144,0.0563063063063063,-0.0168918918918918,3233.29594347421,873.0
1843,geo,2011.0,921.0,44.0,50.0,-6.0,0.0477741585233441,0.0542888165038002,-0.006514657980456,4021.74330617286,873.0
1844,geo,2012.0,943.0,49.0,60.0,-11.0,0.0519618239660657,0.0636267232237539,-0.0116648992576882,4421.81824228013,873.0
1845,geo,2013.0,1002.0,55.0,44.0,11.0,0.0548902195608782,0.0439121756487025,0.0109780439121756,4623.74572473419,873.0
1846,geo,2014.0,1103.0,84.0,67.0,17.0,0.0761559383499546,0.0607434270172257,0.0154125113327289,4739.18833846421,873.0
1847,geo,2015.0,1184.0,95.0,60.0,35.0,0.0802364864864864,0.0506756756756756,0.0295608108108108,4014.18594419329,873.0
1848,geo,2016.0,1221.0,126.0,78.0,48.0,0.1031941031941031,0.0638820638820638,0.0393120393120393,4062.16988757379,873.0
1849,geo,2017.0,1212.0,180.0,123.0,57.0,0.1485148514851485,0.1014851485148514,0.047029702970297,4357.00093554628,873.0
1850,geo,2018.0,1182.0,191.0,155.0,36.0,0.1615905245346869,0.1311336717428088,0.0304568527918781,4722.78778321766,873.0
1857,gha,1999.0,319.0,14.0,19.0,-5.0,0.0438871473354232,0.0595611285266457,-0.0156739811912225,410.334011559612,997.15
1858,gha,2000.0,326.0,11.0,18.0,-7.0,0.0337423312883435,0.0552147239263803,-0.0214723926380368,258.471039929679,997.15
1859,gha,2001.0,360.0,26.0,13.0,13.0,0.0722222222222222,0.0361111111111111,0.0361111111111111,269.014984764581,997.15
1860,gha,2002.0,404.0,28.0,30.0,-2.0,0.0693069306930693,0.0742574257425742,-0.0049504950495049,304.564635977066,997.15
1861,gha,2003.0,492.0,38.0,21.0,17.0,0.0772357723577235,0.0426829268292682,0.0345528455284552,367.821362113662,997.15
1862,gha,2004.0,536.0,24.0,18.0,6.0,0.044776119402985,0.0335820895522388,0.0111940298507462,417.508066727662,997.15
1863,gha,2005.0,592.0,28.0,13.0,15.0,0.0472972972972973,0.0219594594594594,0.0253378378378378,492.54405617264,997.15
1864,gha,2006.0,646.0,30.0,22.0,8.0,0.0464396284829721,0.0340557275541795,0.0123839009287925,913.393849309942,997.15
1865,gha,2007.0,750.0,34.0,19.0,15.0,0.0453333333333333,0.0253333333333333,0.02,1081.16631826269,997.15
1866,gha,2008.0,904.0,35.0,28.0,7.0,0.038716814159292,0.0309734513274336,0.0077433628318584,1217.06443549146,997.15
1867,gha,2009.0,1078.0,34.0,27.0,7.0,0.0315398886827458,0.0250463821892393,0.0064935064935064,1077.66205832571,997.15
1868,gha,2010.0,1195.0,39.0,43.0,-4.0,0.0326359832635983,0.0359832635983263,-0.003347280334728,1299.34521164062,997.15
1869,gha,2011.0,1318.0,66.0,39.0,27.0,0.0500758725341426,0.0295902883156297,0.0204855842185129,1549.46271883345,997.15
1870,gha,2012.0,1363.0,62.0,39.0,23.0,0.0454878943506969,0.028613352898019,0.0168745414526779,1587.56093185809,997.15
1871,gha,2013.0,1392.0,52.0,42.0,10.0,0.0373563218390804,0.0301724137931034,0.007183908045977,2361.09032361113,997.15
1872,gha,2014.0,1501.0,67.0,62.0,5.0,0.0446369087275149,0.0413057961359093,0.0033311125916055,1899.66833614134,997.15
1873,gha,2015.0,1591.0,78.0,53.0,25.0,0.0490257699560025,0.0333123821495914,0.015713387806411,1705.57508204519,997.15
1874,gha,2016.0,1678.0,100.0,66.0,34.0,0.0595947556615017,0.0393325387365911,0.0202622169249106,1913.47353585435,997.15
1875,gha,2017.0,1723.0,82.0,75.0,7.0,0.0475914103308183,0.0435287289611143,0.004062681369704,2020.68178984221,997.15
1876,gha,2018.0,1775.0,70.0,67.0,3.0,0.0394366197183098,0.0377464788732394,0.0016901408450704,2194.23247709545,997.15
1906,gin,1999.0,34.0,3.0,2.0,1.0,0.088235294117647,0.0588235294117647,0.0294117647058823,429.719692321206,86.85
1907,gin,2000.0,45.0,3.0,2.0,1.0,0.0666666666666666,0.0444444444444444,0.0222222222222222,363.482279266615,86.85
1908,gin,2001.0,43.0,4.0,6.0,-2.0,0.0930232558139534,0.1395348837209302,-0.0465116279069767,336.154020658897,86.85
1909,gin,2002.0,46.0,4.0,1.0,3.0,0.0869565217391304,0.0217391304347826,0.0652173913043478,343.602631207699,86.85
1910,gin,2003.0,46.0,0.0,2.0,-2.0,0.0,0.0434782608695652,-0.0434782608695652,393.739689850048,86.85
1911,gin,2004.0,63.0,4.0,0.0,4.0,0.0634920634920634,0.0,0.0634920634920634,407.300975937447,86.85
1912,gin,2005.0,72.0,7.0,6.0,1.0,0.0972222222222222,0.0833333333333333,0.0138888888888888,322.415540033465,86.85
1913,gin,2006.0,77.0,4.0,2.0,2.0,0.0519480519480519,0.0259740259740259,0.0259740259740259,453.403713311328,86.85
1914,gin,2007.0,85.0,8.0,2.0,6.0,0.0941176470588235,0.0235294117647058,0.0705882352941176,659.992930974615,86.85
1915,gin,2008.0,65.0,3.0,9.0,-6.0,0.0461538461538461,0.1384615384615384,-0.0923076923076923,715.096526700401,86.85
1916,gin,2009.0,62.0,7.0,4.0,3.0,0.1129032258064516,0.064516129032258,0.0483870967741935,674.085482595431,86.85
1917,gin,2010.0,61.0,4.0,7.0,-3.0,0.0655737704918032,0.1147540983606557,-0.0491803278688524,672.424930360214,86.85
1918,gin,2011.0,69.0,4.0,5.0,-1.0,0.0579710144927536,0.072463768115942,-0.0144927536231884,651.136113367479,86.85
1919,gin,2012.0,101.0,12.0,7.0,5.0,0.1188118811881188,0.0693069306930693,0.0495049504950495,717.050535938187,86.85
1920,gin,2013.0,110.0,9.0,7.0,2.0,0.0818181818181818,0.0636363636363636,0.0181818181818181,769.003166698026,86.85
1921,gin,2014.0,149.0,14.0,8.0,6.0,0.0939597315436241,0.0536912751677852,0.0402684563758389,787.238564407376,86.85
1922,gin,2015.0,163.0,17.0,9.0,8.0,0.1042944785276073,0.0552147239263803,0.0490797546012269,769.255475433161,86.85
1923,gin,2016.0,163.0,16.0,6.0,10.0,0.0981595092024539,0.0368098159509202,0.0613496932515337,732.291511901218,86.85
1924,gin,2017.0,151.0,14.0,17.0,-3.0,0.0927152317880794,0.1125827814569536,-0.0198675496688741,855.575270552367,86.85
1925,gin,2018.0,132.0,9.0,15.0,-6.0,0.0681818181818181,0.1136363636363636,-0.0454545454545454,955.11128113689,86.85
1958,gmb,1999.0,94.0,7.0,8.0,-1.0,0.0744680851063829,0.0851063829787234,-0.0106382978723404,637.939062861631,126.8
1959,gmb,2000.0,76.0,3.0,18.0,-15.0,0.0394736842105263,0.2368421052631578,-0.1973684210526315,594.149388499649,126.8
1960,gmb,2001.0,84.0,18.0,10.0,8.0,0.2142857142857142,0.119047619047619,0.0952380952380952,505.421636114705,126.8
1961,gmb,2002.0,89.0,12.0,20.0,-8.0,0.1348314606741573,0.2247191011235955,-0.0898876404494382,411.771893943142,126.8
1962,gmb,2003.0,112.0,26.0,13.0,13.0,0.2321428571428571,0.1160714285714285,0.1160714285714285,335.906216950504,126.8
1963,gmb,2004.0,114.0,12.0,13.0,-1.0,0.1052631578947368,0.1140350877192982,-0.0087719298245614,642.756218338464,126.8
1964,gmb,2005.0,113.0,11.0,15.0,-4.0,0.0973451327433628,0.1327433628318584,-0.0353982300884955,665.720215700547,126.8
1965,gmb,2006.0,130.0,17.0,10.0,7.0,0.1307692307692307,0.0769230769230769,0.0538461538461538,662.362877179135,126.8
1966,gmb,2007.0,128.0,16.0,22.0,-6.0,0.125,0.171875,-0.046875,780.381050920518,126.8
1967,gmb,2008.0,147.0,17.0,8.0,9.0,0.1156462585034013,0.0544217687074829,0.0612244897959183,924.509874593614,126.8
1968,gmb,2009.0,150.0,11.0,19.0,-8.0,0.0733333333333333,0.1266666666666666,-0.0533333333333333,833.28136036521,126.8
1969,gmb,2010.0,152.0,9.0,9.0,0.0,0.0592105263157894,0.0592105263157894,0.0,860.636433851486,126.8
1970,gmb,2011.0,142.0,9.0,17.0,-8.0,0.0633802816901408,0.1197183098591549,-0.056338028169014,762.763117720034,126.8
1971,gmb,2012.0,138.0,9.0,18.0,-9.0,0.0652173913043478,0.1304347826086956,-0.0652173913043478,742.777628631243,126.8
1972,gmb,2013.0,147.0,17.0,11.0,6.0,0.1156462585034013,0.0748299319727891,0.0408163265306122,700.516042152833,126.8
1973,gmb,2014.0,154.0,14.0,14.0,0.0,0.0909090909090909,0.0909090909090909,0.0,607.429904651813,126.8
1974,gmb,2015.0,155.0,14.0,15.0,-1.0,0.0903225806451612,0.0967741935483871,-0.0064516129032258,660.723571244322,126.8
1975,gmb,2016.0,147.0,10.0,19.0,-9.0,0.0680272108843537,0.1292517006802721,-0.0612244897959183,690.780493152792,126.8
1976,gmb,2017.0,141.0,10.0,14.0,-4.0,0.0709219858156028,0.0992907801418439,-0.0283687943262411,679.75507172296,126.8
1977,gmb,2018.0,123.0,15.0,24.0,-9.0,0.1219512195121951,0.1951219512195122,-0.073170731707317,732.720727318856,126.8
1984,gnb,1999.0,18.0,4.0,2.0,2.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,190.672306188466,25.75
1985,gnb,2000.0,12.0,2.0,7.0,-5.0,0.1666666666666666,0.5833333333333334,-0.4166666666666667,308.910318401872,25.75
1986,gnb,2001.0,11.0,2.0,2.0,0.0,0.1818181818181818,0.1818181818181818,0.0,319.957449358104,25.75
1987,gnb,2002.0,14.0,4.0,3.0,1.0,0.2857142857142857,0.2142857142857142,0.0714285714285714,333.058579332506,25.75
1988,gnb,2003.0,21.0,12.0,3.0,9.0,0.5714285714285714,0.1428571428571428,0.4285714285714285,372.056194872066,25.75
1989,gnb,2004.0,25.0,4.0,2.0,2.0,0.16,0.08,0.08,405.075118373342,25.75
