,countrycode,year,padded_population_of_researchers,number_of_inmigrations,number_of_outmigrations,netmigration,inmigrationrate,outmigrationrate,netmigrationrate,gdp_per_capita,mean_n_researchers
3,abw,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19355.3335357274,4.0
4,abw,2000.0,2.0,1.0,0.0,1.0,0.5,0.0,0.5,20617.7504673528,4.0
5,abw,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20670.3670051627,4.0
6,abw,2002.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,20436.8871286309,4.0
7,abw,2003.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20833.976357295,4.0
8,abw,2004.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22568.3749910043,4.0
9,abw,2005.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23300.7383630907,4.0
10,abw,2007.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25834.1117784233,4.0
11,abw,2008.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27083.6348596914,4.0
12,abw,2009.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24631.1820522439,4.0
13,abw,2010.0,4.0,0.0,1.0,-1.0,0.0,0.25,-0.25,23513.527696809,4.0
14,abw,2011.0,7.0,1.0,0.0,1.0,0.1428571428571428,0.0,0.1428571428571428,24985.0139185797,4.0
15,abw,2012.0,7.0,2.0,1.0,1.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,24712.4932628907,4.0
16,abw,2013.0,8.0,1.0,0.0,1.0,0.125,0.0,0.125,26441.6199357378,4.0
17,abw,2014.0,11.0,3.0,1.0,2.0,0.2727272727272727,0.0909090909090909,0.1818181818181818,26893.0115056581,4.0
18,abw,2015.0,8.0,1.0,2.0,-1.0,0.125,0.25,-0.125,28396.9084228616,4.0
19,abw,2016.0,7.0,0.0,1.0,-1.0,0.0,0.1428571428571428,-0.1428571428571428,28452.1706146796,4.0
20,abw,2017.0,6.0,2.0,0.0,2.0,0.3333333333333333,0.0,0.3333333333333333,29350.8050189137,4.0
21,abw,2018.0,2.0,0.0,1.0,-1.0,0.0,0.5,-0.5,30253.2793580195,4.0
27,afg,1999.0,4.0,1.0,0.0,1.0,0.25,0.0,0.25,264.111197144336,49.7
28,afg,2000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,264.111197144336,49.7
29,afg,2001.0,10.0,1.0,1.0,0.0,0.1,0.1,0.0,264.111197144336,49.7
30,afg,2002.0,12.0,1.0,1.0,0.0,0.0833333333333333,0.0833333333333333,0.0,179.426579211394,49.7
31,afg,2003.0,21.0,7.0,2.0,5.0,0.3333333333333333,0.0952380952380952,0.238095238095238,190.683814295088,49.7
32,afg,2004.0,19.0,5.0,5.0,0.0,0.2631578947368421,0.2631578947368421,0.0,211.382074198939,49.7
33,afg,2005.0,28.0,6.0,3.0,3.0,0.2142857142857142,0.1071428571428571,0.1071428571428571,242.031313175022,49.7
34,afg,2006.0,31.0,5.0,3.0,2.0,0.1612903225806451,0.0967741935483871,0.064516129032258,263.733601866274,49.7
35,afg,2007.0,39.0,5.0,3.0,2.0,0.1282051282051282,0.0769230769230769,0.0512820512820512,359.693157866109,49.7
36,afg,2008.0,48.0,7.0,5.0,2.0,0.1458333333333333,0.1041666666666666,0.0416666666666666,364.660679028164,49.7
37,afg,2009.0,82.0,16.0,2.0,14.0,0.1951219512195122,0.024390243902439,0.1707317073170731,438.076142403179,49.7
38,afg,2010.0,78.0,6.0,12.0,-6.0,0.0769230769230769,0.1538461538461538,-0.0769230769230769,543.302967401909,49.7
39,afg,2011.0,87.0,10.0,10.0,0.0,0.1149425287356321,0.1149425287356321,0.0,591.162798293135,49.7
40,afg,2012.0,78.0,8.0,11.0,-3.0,0.1025641025641025,0.141025641025641,-0.0384615384615384,641.871437960934,49.7
41,afg,2013.0,68.0,3.0,9.0,-6.0,0.0441176470588235,0.1323529411764706,-0.088235294117647,637.165463951798,49.7
42,afg,2014.0,75.0,13.0,9.0,4.0,0.1733333333333333,0.12,0.0533333333333333,613.856505217398,49.7
43,afg,2015.0,80.0,17.0,13.0,4.0,0.2125,0.1625,0.05,578.466352941708,49.7
44,afg,2016.0,82.0,13.0,9.0,4.0,0.1585365853658536,0.1097560975609756,0.048780487804878,509.220100485356,49.7
45,afg,2017.0,74.0,17.0,23.0,-6.0,0.2297297297297297,0.3108108108108108,-0.081081081081081,519.888912573073,49.7
46,afg,2018.0,74.0,18.0,10.0,8.0,0.2432432432432432,0.1351351351351351,0.1081081081081081,493.756581366026,49.7
53,ago,1999.0,14.0,1.0,1.0,0.0,0.0714285714285714,0.0714285714285714,0.0,387.785124062555,48.1
54,ago,2000.0,15.0,2.0,1.0,1.0,0.1333333333333333,0.0666666666666666,0.0666666666666666,556.838631674927,48.1
55,ago,2001.0,13.0,1.0,6.0,-5.0,0.0769230769230769,0.4615384615384615,-0.3846153846153846,527.333528536691,48.1
56,ago,2002.0,13.0,2.0,2.0,0.0,0.1538461538461538,0.1538461538461538,0.0,872.494441791273,48.1
57,ago,2003.0,18.0,4.0,0.0,4.0,0.2222222222222222,0.0,0.2222222222222222,982.96100777685,48.1
58,ago,2004.0,26.0,5.0,4.0,1.0,0.1923076923076923,0.1538461538461538,0.0384615384615384,1255.56451325546,48.1
59,ago,2005.0,31.0,4.0,1.0,3.0,0.1290322580645161,0.032258064516129,0.0967741935483871,1902.42214975937,48.1
60,ago,2006.0,34.0,3.0,2.0,1.0,0.088235294117647,0.0588235294117647,0.0294117647058823,2599.56594793067,48.1
61,ago,2007.0,36.0,1.0,3.0,-2.0,0.0277777777777777,0.0833333333333333,-0.0555555555555555,3121.99608528081,48.1
62,ago,2008.0,44.0,5.0,4.0,1.0,0.1136363636363636,0.0909090909090909,0.0227272727272727,4080.94103372417,48.1
63,ago,2009.0,56.0,5.0,1.0,4.0,0.0892857142857142,0.0178571428571428,0.0714285714285714,3122.7815987074,48.1
64,ago,2010.0,58.0,6.0,5.0,1.0,0.1034482758620689,0.0862068965517241,0.0172413793103448,3587.88364462837,48.1
65,ago,2011.0,70.0,5.0,2.0,3.0,0.0714285714285714,0.0285714285714285,0.0428571428571428,4615.46821863819,48.1
66,ago,2012.0,81.0,8.0,2.0,6.0,0.0987654320987654,0.0246913580246913,0.074074074074074,5100.09702685927,48.1
67,ago,2013.0,74.0,6.0,1.0,5.0,0.081081081081081,0.0135135135135135,0.0675675675675675,5254.88112606683,48.1
68,ago,2014.0,80.0,8.0,6.0,2.0,0.1,0.075,0.025,5408.41170002082,48.1
69,ago,2015.0,86.0,10.0,7.0,3.0,0.1162790697674418,0.0813953488372093,0.0348837209302325,4166.97983330278,48.1
70,ago,2016.0,74.0,6.0,9.0,-3.0,0.081081081081081,0.1216216216216216,-0.0405405405405405,3506.07312818832,48.1
71,ago,2017.0,74.0,4.0,8.0,-4.0,0.054054054054054,0.1081081081081081,-0.054054054054054,4095.8100568707,48.1
72,ago,2018.0,65.0,4.0,5.0,-1.0,0.0615384615384615,0.0769230769230769,-0.0153846153846153,3289.64399476678,48.1
90,alb,1999.0,29.0,1.0,5.0,-4.0,0.0344827586206896,0.1724137931034483,-0.1379310344827586,1033.2416930932,97.15
91,alb,2000.0,36.0,3.0,4.0,-1.0,0.0833333333333333,0.1111111111111111,-0.0277777777777777,1126.68331762741,97.15
92,alb,2001.0,42.0,2.0,2.0,0.0,0.0476190476190476,0.0476190476190476,0.0,1281.65939343074,97.15
93,alb,2002.0,43.0,2.0,6.0,-4.0,0.0465116279069767,0.1395348837209302,-0.0930232558139534,1425.12484888368,97.15
94,alb,2003.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1846.11881331912,97.15
95,alb,2004.0,51.0,3.0,4.0,-1.0,0.0588235294117647,0.0784313725490196,-0.0196078431372549,2373.57984371994,97.15
96,alb,2005.0,67.0,3.0,0.0,3.0,0.044776119402985,0.0,0.044776119402985,2673.78728253113,97.15
97,alb,2006.0,69.0,3.0,4.0,-1.0,0.0434782608695652,0.0579710144927536,-0.0144927536231884,2972.74326462176,97.15
98,alb,2007.0,90.0,6.0,1.0,5.0,0.0666666666666666,0.0111111111111111,0.0555555555555555,3595.03716321514,97.15
99,alb,2008.0,88.0,4.0,4.0,0.0,0.0454545454545454,0.0454545454545454,0.0,4370.54012699014,97.15
100,alb,2009.0,117.0,8.0,4.0,4.0,0.0683760683760683,0.0341880341880341,0.0341880341880341,4114.14011404922,97.15
101,alb,2010.0,141.0,9.0,7.0,2.0,0.0638297872340425,0.0496453900709219,0.0141843971631205,4094.3503344202,97.15
102,alb,2011.0,149.0,5.0,8.0,-3.0,0.0335570469798657,0.0536912751677852,-0.0201342281879194,4437.14288515077,97.15
103,alb,2012.0,154.0,10.0,6.0,4.0,0.0649350649350649,0.0389610389610389,0.0259740259740259,4247.62998374252,97.15
104,alb,2013.0,151.0,5.0,2.0,3.0,0.0331125827814569,0.0132450331125827,0.0198675496688741,4413.06086120676,97.15
105,alb,2014.0,164.0,13.0,4.0,9.0,0.0792682926829268,0.024390243902439,0.0548780487804878,4578.6319939825,97.15
106,alb,2015.0,133.0,5.0,6.0,-1.0,0.037593984962406,0.0451127819548872,-0.0075187969924812,3952.80121524465,97.15
107,alb,2016.0,132.0,20.0,5.0,15.0,0.1515151515151515,0.0378787878787878,0.1136363636363636,4124.05572595352,97.15
108,alb,2017.0,118.0,13.0,11.0,2.0,0.1101694915254237,0.0932203389830508,0.0169491525423728,4531.02080555986,97.15
109,alb,2018.0,126.0,11.0,8.0,3.0,0.0873015873015873,0.0634920634920634,0.0238095238095238,5284.38018438156,97.15
116,and,1999.0,4.0,2.0,0.0,2.0,0.5,0.0,0.5,19262.3089910407,15.45
117,and,2000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21854.2468030614,15.45
118,and,2001.0,5.0,1.0,1.0,0.0,0.2,0.2,0.0,22970.5122133619,15.45
119,and,2002.0,3.0,0.0,2.0,-2.0,0.0,0.6666666666666666,-0.6666666666666666,25067.2400639132,15.45
120,and,2003.0,8.0,3.0,1.0,2.0,0.375,0.125,0.25,32272.8458909877,15.45
121,and,2004.0,8.0,2.0,3.0,-1.0,0.25,0.375,-0.125,37966.1872524395,15.45
122,and,2005.0,11.0,2.0,1.0,1.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,40064.2249292197,15.45
123,and,2006.0,23.0,4.0,2.0,2.0,0.1739130434782608,0.0869565217391304,0.0869565217391304,42674.7589681092,15.45
124,and,2007.0,26.0,6.0,0.0,6.0,0.2307692307692307,0.0,0.2307692307692307,47804.8499340211,15.45
125,and,2008.0,31.0,4.0,1.0,3.0,0.1290322580645161,0.032258064516129,0.0967741935483871,48719.6587699036,15.45
126,and,2009.0,36.0,4.0,1.0,3.0,0.1111111111111111,0.0277777777777777,0.0833333333333333,43504.2156523202,15.45
127,and,2010.0,35.0,2.0,1.0,1.0,0.0571428571428571,0.0285714285714285,0.0285714285714285,40850.2481432297,15.45
128,and,2011.0,11.0,1.0,9.0,-8.0,0.0909090909090909,0.8181818181818182,-0.7272727272727273,43334.8114127088,15.45
129,and,2012.0,10.0,0.0,1.0,-1.0,0.0,0.1,-0.1,38686.4612635075,15.45
130,and,2013.0,13.0,4.0,2.0,2.0,0.3076923076923077,0.1538461538461538,0.1538461538461538,39540.7248137461,15.45
131,and,2014.0,15.0,2.0,1.0,1.0,0.1333333333333333,0.0666666666666666,0.0666666666666666,41303.9293714464,15.45
132,and,2015.0,15.0,3.0,2.0,1.0,0.2,0.1333333333333333,0.0666666666666666,35770.7767044085,15.45
133,and,2016.0,16.0,3.0,2.0,1.0,0.1875,0.125,0.0625,37475.6350587526,15.45
134,and,2017.0,15.0,2.0,1.0,1.0,0.1333333333333333,0.0666666666666666,0.0666666666666666,38964.904478265,15.45
135,and,2018.0,20.0,3.0,1.0,2.0,0.15,0.05,0.1,41791.9698372411,15.45
145,are,1999.0,449.0,58.0,35.0,23.0,0.1291759465478842,0.0779510022271715,0.0512249443207126,28470.885858149,1589.8
146,are,2000.0,515.0,83.0,29.0,54.0,0.1611650485436893,0.0563106796116504,0.1048543689320388,33291.3662541838,1589.8
147,are,2001.0,606.0,81.0,39.0,42.0,0.1336633663366336,0.0643564356435643,0.0693069306930693,31280.7558649555,1589.8
148,are,2002.0,672.0,82.0,38.0,44.0,0.1220238095238095,0.056547619047619,0.0654761904761904,31567.5463066439,1589.8
149,are,2003.0,747.0,83.0,48.0,35.0,0.1111111111111111,0.0642570281124498,0.0468540829986613,33499.1027760786,1589.8
150,are,2004.0,819.0,93.0,49.0,44.0,0.1135531135531135,0.0598290598290598,0.0537240537240537,36333.1873330517,1589.8
151,are,2005.0,940.0,107.0,49.0,58.0,0.1138297872340425,0.052127659574468,0.0617021276595744,39365.4596409245,1589.8
152,are,2006.0,1021.0,102.0,52.0,50.0,0.0999020568070519,0.0509304603330068,0.048971596474045,41907.4214695701,1589.8
153,are,2007.0,1179.0,145.0,55.0,90.0,0.1229855810008481,0.0466497031382527,0.0763358778625954,41809.4621626311,1589.8
154,are,2008.0,1314.0,157.0,70.0,87.0,0.1194824961948249,0.0532724505327245,0.0662100456621004,44498.9405069137,1589.8
155,are,2009.0,1507.0,161.0,58.0,103.0,0.1068347710683477,0.0384870603848706,0.0683477106834771,32024.1977823245,1589.8
156,are,2010.0,1619.0,185.0,79.0,106.0,0.1142680667078443,0.0487955528103767,0.0654725138974675,33893.2638727391,1589.8
157,are,2011.0,1821.0,199.0,72.0,127.0,0.1092806150466776,0.0395387149917627,0.0697419000549148,39194.672239975,1589.8
158,are,2012.0,1992.0,227.0,92.0,135.0,0.1139558232931726,0.0461847389558232,0.0677710843373494,40976.4907464015,1589.8
159,are,2013.0,2187.0,264.0,104.0,160.0,0.120713305898491,0.0475537265660722,0.0731595793324188,42412.6395002704,1589.8
160,are,2014.0,2360.0,303.0,127.0,176.0,0.1283898305084745,0.0538135593220338,0.0745762711864406,43751.8056478669,1589.8
161,are,2015.0,2604.0,345.0,107.0,238.0,0.1324884792626728,0.0410906298003072,0.0913978494623656,38663.4005026605,1589.8
162,are,2016.0,2867.0,383.0,159.0,224.0,0.1335891175444716,0.055458667596791,0.0781304499476805,38141.8671313451,1589.8
163,are,2017.0,3173.0,404.0,172.0,232.0,0.1273242987708793,0.0542073747242357,0.0731169240466435,40644.7911901772,1589.8
164,are,2018.0,3404.0,438.0,211.0,227.0,0.1286721504112808,0.0619858989424206,0.0666862514688601,43839.3244866903,1589.8
171,arg,1999.0,10134.0,181.0,226.0,-45.0,0.0178606670613775,0.0223011643970791,-0.0044404973357015,7774.73620280001,15287.5
172,arg,2000.0,10865.0,224.0,257.0,-33.0,0.0206166589967786,0.023653934652554,-0.0030372756557754,7708.09911454041,15287.5
173,arg,2001.0,11347.0,237.0,302.0,-65.0,0.0208865779501189,0.0266149643077465,-0.0057283863576275,7208.37311355372,15287.5
174,arg,2002.0,11973.0,254.0,320.0,-66.0,0.0212143990645619,0.0267268019711016,-0.0055124029065397,2593.404563368,15287.5
175,arg,2003.0,12267.0,215.0,358.0,-143.0,0.0175266976440857,0.0291839895655009,-0.0116572919214151,3349.80630031036,15287.5
176,arg,2004.0,12888.0,167.0,344.0,-177.0,0.012957790192427,0.0266914959652389,-0.0137337057728119,4277.72157290954,15287.5
177,arg,2005.0,13463.0,209.0,343.0,-134.0,0.0155240288197281,0.0254772339003193,-0.0099532050805912,5109.85224490403,15287.5
178,arg,2006.0,14222.0,204.0,289.0,-85.0,0.0143439741245956,0.0203206300098439,-0.0059766558852482,5919.01233837714,15287.5
179,arg,2007.0,14943.0,251.0,282.0,-31.0,0.0167971625510272,0.0188717125075286,-0.0020745499565013,7245.44685667197,15287.5
180,arg,2008.0,15873.0,303.0,264.0,39.0,0.019089019089019,0.0166320166320166,0.0024570024570024,9020.87332314274,15287.5
181,arg,2009.0,17086.0,253.0,320.0,-67.0,0.0148074446915603,0.018728783799602,-0.0039213391080416,8225.13758261645,15287.5
182,arg,2010.0,17748.0,304.0,292.0,12.0,0.0171286905566824,0.0164525580347081,0.0006761325219743,10385.9644319555,15287.5
183,arg,2011.0,18240.0,274.0,280.0,-6.0,0.0150219298245614,0.0153508771929824,-0.000328947368421,12848.8641969705,15287.5
184,arg,2012.0,18202.0,300.0,318.0,-18.0,0.0164817053071091,0.0174706076255356,-0.0009889023184265,13082.664325572,15287.5
185,arg,2013.0,18122.0,275.0,309.0,-34.0,0.0151749255049111,0.017051098112791,-0.0018761726078799,13080.2547323367,15287.5
186,arg,2014.0,18155.0,303.0,346.0,-43.0,0.0166896171853483,0.0190581107133021,-0.0023684935279537,12334.7982453893,15287.5
187,arg,2015.0,18061.0,346.0,315.0,31.0,0.0191573002602292,0.0174408947455844,0.0017164055146448,13789.060424772,15287.5
188,arg,2016.0,17868.0,310.0,322.0,-12.0,0.0173494515334676,0.0180210432057309,-0.0006715916722632,12790.2424732447,15287.5
189,arg,2017.0,17351.0,293.0,312.0,-19.0,0.0168866347760935,0.0179816725260791,-0.0010950377499855,14613.041824658,15287.5
190,arg,2018.0,16942.0,270.0,304.0,-34.0,0.0159367252980757,0.0179435721874631,-0.0020068468893873,11633.4980086503,15287.5
197,arm,1999.0,574.0,10.0,17.0,-7.0,0.0174216027874564,0.0296167247386759,-0.0121951219512195,597.432898792278,745.6
198,arm,2000.0,608.0,17.0,19.0,-2.0,0.0279605263157894,0.03125,-0.0032894736842105,622.740922945281,745.6
199,arm,2001.0,590.0,13.0,18.0,-5.0,0.0220338983050847,0.0305084745762711,-0.0084745762711864,694.423455373229,745.6
200,arm,2002.0,601.0,17.0,19.0,-2.0,0.0282861896838602,0.0316139767054908,-0.0033277870216306,783.241214960091,745.6
201,arm,2003.0,626.0,13.0,20.0,-7.0,0.0207667731629392,0.0319488817891373,-0.011182108626198,930.125472654125,745.6
202,arm,2004.0,653.0,15.0,10.0,5.0,0.0229709035222052,0.0153139356814701,0.007656967840735,1191.92100563238,745.6
203,arm,2005.0,673.0,12.0,20.0,-8.0,0.0178306092124814,0.0297176820208023,-0.0118870728083209,1643.75688889146,745.6
204,arm,2006.0,700.0,13.0,19.0,-6.0,0.0185714285714285,0.0271428571428571,-0.0085714285714285,2158.1480742298,745.6
205,arm,2007.0,746.0,7.0,12.0,-5.0,0.0093833780160857,0.0160857908847185,-0.0067024128686327,3139.28071035448,745.6
206,arm,2008.0,790.0,9.0,21.0,-12.0,0.0113924050632911,0.0265822784810126,-0.0151898734177215,4010.86138084833,745.6
207,arm,2009.0,863.0,13.0,21.0,-8.0,0.015063731170336,0.0243337195828505,-0.0092699884125144,2994.34047090816,745.6
208,arm,2010.0,895.0,14.0,21.0,-7.0,0.0156424581005586,0.0234636871508379,-0.0078212290502793,3218.37829927419,745.6
209,arm,2011.0,897.0,16.0,29.0,-13.0,0.0178372352285395,0.0323299888517279,-0.0144927536231884,3525.80719813557,745.6
210,arm,2012.0,874.0,21.0,27.0,-6.0,0.0240274599542334,0.0308924485125858,-0.0068649885583524,3681.84469060495,745.6
211,arm,2013.0,818.0,5.0,25.0,-20.0,0.0061124694376528,0.030562347188264,-0.0244498777506112,3838.17387997786,745.6
212,arm,2014.0,809.0,30.0,27.0,3.0,0.0370828182941903,0.0333745364647713,0.003708281829419,3986.23162376713,745.6
213,arm,2015.0,813.0,11.0,20.0,-9.0,0.013530135301353,0.02460024600246,-0.011070110701107,3607.28929855361,745.6
214,arm,2016.0,810.0,22.0,31.0,-9.0,0.0271604938271604,0.0382716049382716,-0.0111111111111111,3591.82805221639,745.6
215,arm,2017.0,806.0,16.0,26.0,-10.0,0.0198511166253101,0.032258064516129,-0.0124069478908188,3914.52785436696,745.6
216,arm,2018.0,766.0,16.0,20.0,-4.0,0.02088772845953,0.0261096605744125,-0.0052219321148825,4220.54032079145,745.6
226,asm,2002.0,6.0,2.0,1.0,1.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,8666.65538195914,8.1
227,asm,2003.0,6.0,3.0,1.0,2.0,0.5,0.1666666666666666,0.3333333333333333,8807.46281200101,8.1
228,asm,2004.0,7.0,0.0,2.0,-2.0,0.0,0.2857142857142857,-0.2857142857142857,8528.24877689163,8.1
229,asm,2005.0,9.0,5.0,2.0,3.0,0.5555555555555556,0.2222222222222222,0.3333333333333333,8395.31877025371,8.1
230,asm,2006.0,12.0,2.0,0.0,2.0,0.1666666666666666,0.0,0.1666666666666666,8340.52343974691,8.1
231,asm,2007.0,10.0,0.0,1.0,-1.0,0.0,0.1,-0.1,8874.87792759607,8.1
232,asm,2008.0,9.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0,9740.82449121586,8.1
233,asm,2009.0,12.0,5.0,3.0,2.0,0.4166666666666667,0.25,0.1666666666666666,11910.013233348,8.1
234,asm,2010.0,12.0,2.0,1.0,1.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,10216.8176306968,8.1
235,asm,2011.0,10.0,2.0,4.0,-2.0,0.2,0.4,-0.2,10223.2983588916,8.1
236,asm,2012.0,9.0,3.0,2.0,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,11496.5240977923,8.1
237,asm,2013.0,11.0,3.0,2.0,1.0,0.2727272727272727,0.1818181818181818,0.0909090909090909,11450.7241954879,8.1
238,asm,2014.0,8.0,4.0,4.0,0.0,0.5,0.5,0.0,11525.1563872309,8.1
239,asm,2015.0,7.0,2.0,2.0,0.0,0.2857142857142857,0.2857142857142857,0.0,12059.6351646776,8.1
240,asm,2016.0,10.0,3.0,2.0,1.0,0.3,0.2,0.1,12038.2496994923,8.1
241,asm,2017.0,7.0,1.0,1.0,0.0,0.1428571428571428,0.1428571428571428,0.0,11003.8297642807,8.1
242,asm,2018.0,7.0,1.0,1.0,0.0,0.1428571428571428,0.1428571428571428,0.0,11557.671156308,8.1
262,atg,1999.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10260.5994054155,6.25
263,atg,2000.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,10872.2929515751,6.25
264,atg,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10367.3196068161,6.25
265,atg,2002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10401.0508759034,6.25
266,atg,2003.0,3.0,2.0,0.0,2.0,0.6666666666666666,0.0,0.6666666666666666,10797.9510571837,6.25
267,atg,2004.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11446.9691417182,6.25
268,atg,2005.0,10.0,3.0,1.0,2.0,0.3,0.1,0.2,12557.5478500769,6.25
269,atg,2006.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13995.8044243845,6.25
270,atg,2007.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15622.6928710238,6.25
271,atg,2008.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16044.1057963132,6.25
272,atg,2009.0,6.0,0.0,2.0,-2.0,0.0,0.3333333333333333,-0.3333333333333333,14160.5620007335,6.25
273,atg,2010.0,8.0,1.0,0.0,1.0,0.125,0.0,0.125,13048.9605816199,6.25
274,atg,2011.0,7.0,1.0,2.0,-1.0,0.1428571428571428,0.2857142857142857,-0.1428571428571428,12746.6334682021,6.25
275,atg,2012.0,8.0,3.0,2.0,1.0,0.375,0.25,0.125,13272.7349447294,6.25
276,atg,2013.0,6.0,0.0,2.0,-2.0,0.0,0.3333333333333333,-0.3333333333333333,12910.5906255945,6.25
277,atg,2014.0,6.0,2.0,1.0,1.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,13501.5809223367,6.25
278,atg,2015.0,6.0,1.0,1.0,0.0,0.1666666666666666,0.1666666666666666,0.0,14285.3297773091,6.25
279,atg,2016.0,7.0,2.0,1.0,1.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,15198.7429664112,6.25
280,atg,2017.0,7.0,1.0,1.0,0.0,0.1428571428571428,0.1428571428571428,0.0,15383.5763979856,6.25
281,atg,2018.0,6.0,1.0,1.0,0.0,0.1666666666666666,0.1666666666666666,0.0,16673.4369025555,6.25
288,aus,1999.0,37076.0,1185.0,1123.0,62.0,0.0319613766317833,0.0302891358291077,0.0016722408026755,20533.035061907,61017.2
289,aus,2000.0,38843.0,1195.0,1252.0,-57.0,0.0307648739798676,0.0322323198517107,-0.001467445871843,21679.2478424147,61017.2
290,aus,2001.0,40301.0,1361.0,1491.0,-130.0,0.0337708741718567,0.0369966005806307,-0.0032257264087739,19490.8611097303,61017.2
291,aus,2002.0,42344.0,1584.0,1559.0,25.0,0.037407897222747,0.0368174948044587,0.0005904024182883,20082.4832672749,61017.2
292,aus,2003.0,44439.0,1516.0,1478.0,38.0,0.0341141789869259,0.0332590742365939,0.0008551047503319,23447.0310006717,61017.2
293,aus,2004.0,47663.0,1449.0,1256.0,193.0,0.0304009399324423,0.0263516774017581,0.0040492625306841,30430.6764374443,61017.2
294,aus,2005.0,50622.0,1506.0,1393.0,113.0,0.0297499111058433,0.0275176800600529,0.0022322310457903,33999.2428575835,61017.2
295,aus,2006.0,54094.0,1688.0,1316.0,372.0,0.0312049395496727,0.0243280215920434,0.0068769179576293,36044.9228108485,61017.2
296,aus,2007.0,57492.0,1918.0,1515.0,403.0,0.0333611632922841,0.0263514923815487,0.0070096709107354,40960.0544948199,61017.2
297,aus,2008.0,61300.0,2187.0,1640.0,547.0,0.0356769983686786,0.0267536704730831,0.0089233278955954,49601.6567082178,61017.2
298,aus,2009.0,65917.0,2376.0,1711.0,665.0,0.0360453297328458,0.0259568851737791,0.0100884445590667,42772.3591664498,61017.2
299,aus,2010.0,69327.0,2548.0,1854.0,694.0,0.0367533572778282,0.0267428274698169,0.0100105298080113,52022.1255961876,61017.2
300,aus,2011.0,72317.0,2660.0,2104.0,556.0,0.0367824992740296,0.0290941272453226,0.0076883720287069,62517.8337471503,61017.2
301,aus,2012.0,74819.0,2773.0,1955.0,818.0,0.0370627781713201,0.026129726406394,0.010933051764926,68012.1479005934,61017.2
302,aus,2013.0,77062.0,3082.0,2078.0,1004.0,0.039993771249124,0.0269653006669954,0.0130284705821286,68150.1070413215,61017.2
303,aus,2014.0,78257.0,2962.0,2235.0,727.0,0.0378496492326565,0.0285597454540807,0.0092899037785757,62510.7911705641,61017.2
304,aus,2015.0,78380.0,2876.0,2345.0,531.0,0.0366930339372288,0.0299183465169686,0.0067746874202602,56755.7217124249,61017.2
305,aus,2016.0,77972.0,2884.0,2530.0,354.0,0.0369876365874929,0.0324475452726619,0.0045400913148309,49971.131456129,61017.2
306,aus,2017.0,77065.0,2733.0,2555.0,178.0,0.0354635697138778,0.0331538311814701,0.0023097385324077,54027.9668184568,61017.2
307,aus,2018.0,75054.0,2753.0,2537.0,216.0,0.0366802568817118,0.033802328989794,0.0028779278919178,57354.9640455891,61017.2
314,aut,1999.0,11025.0,358.0,346.0,12.0,0.0324716553287981,0.0313832199546485,0.0010884353741496,27174.2971559775,15586.85
315,aut,2000.0,11520.0,375.0,414.0,-39.0,0.0325520833333333,0.0359375,-0.0033854166666666,24564.4582948404,15586.85
316,aut,2001.0,12038.0,451.0,447.0,4.0,0.0374646951320817,0.0371324140222628,0.0003322811098189,24537.5142629883,15586.85
317,aut,2002.0,12503.0,487.0,511.0,-24.0,0.0389506518435575,0.040870191154123,-0.0019195393105654,26401.7454564357,15586.85
318,aut,2003.0,13156.0,488.0,419.0,69.0,0.0370933414411675,0.0318485861964122,0.0052447552447552,32222.8972411655,15586.85
319,aut,2004.0,13862.0,436.0,365.0,71.0,0.0314528928004616,0.0263309767710287,0.0051219160294329,36821.5214680093,15586.85
320,aut,2005.0,14591.0,477.0,433.0,44.0,0.0326913851004043,0.0296758275649372,0.003015557535467,38403.1338770715,15586.85
